Month,Scheduled Operator,Country to/from,Passengers In,Freight In,Mail In,Passengers Out,Freight Out,Mail Out,Year
Apr009,Air Canada,Canada,"4,464",250.4,0.0,"5,822",226.2,0.0,2009
Apr009,Air Canada,USA,..,..,..,..,0.0,0.0,2009
Apr009,Air China,China,"9,250",352.1,18.0,"8,470",165.9,4.4,2009
Apr009,Air Mauritius,Mauritius,"1,456",29.0,0.3,"1,787",45.3,0.0,2009
Apr009,Air New Zealand,New Zealand,"96,785","1,248.7",251.2,"90,610","1,195.5",3.4,2009
Apr009,Air Niugini,Papua New Guinea,"7,757",67.2,1.2,"7,714",217.0,15.9,2009
Apr009,Air Pacific,Fiji,"13,254",252.2,0.0,"14,353",198.4,10.7,2009
Apr009,Air Tahiti Nui,Tahiti,39,0.0,0.0,164,0.0,0.0,2009
Apr009,Air Vanuatu,Vanuatu,"3,324",21.1,0.0,"3,536",39.5,0.0,2009
Apr009,AirAsia X,Malaysia,"18,647",169.7,0.0,"18,466",28.3,0.0,2009
Apr009,Airlines PNG,Papua New Guinea,455,0.8,0.0,431,4.7,0.0,2009
Apr009,Asiana Airlines,Korea,"6,907",186.8,25.2,"6,985",84.1,0.0,2009
Apr009,British Airways,Singapore,"2,014",131.5,0.0,"2,209",270.4,0.0,2009
Apr009,British Airways,Thailand,"4,331",51.2,0.0,"3,552",45.2,0.0,2009
Apr009,British Airways,UK,"6,961",238.5,57.9,"9,791",112.4,0.0,2009
Apr009,Cargolux Airlines Intl,Luxembourg,..,100.3,0.0,..,0.0,0.0,2009
Apr009,Cargolux Airlines Intl,New Zealand,..,..,..,..,71.8,0.0,2009
Apr009,Cargolux Airlines Intl,Singapore,..,83.6,0.0,..,..,..,2009
Apr009,Cargolux Airlines Intl,USA,..,..,..,..,57.7,0.0,2009
Apr009,Cathay Pacific Airways,Hong Kong (SAR),"62,994","2,825.6",140.6,"63,885","2,885.3",24.1,2009
Apr009,China Airlines,Taiwan,"10,424",109.7,31.2,"10,730",34.6,0.0,2009
Apr009,China Eastern Airlines,China,"6,433",165.2,10.5,"5,960",95.9,4.9,2009
Apr009,China Southern Airlines,China,"6,475",347.1,14.6,"5,184",7.7,5.3,2009
Apr009,Continental Micronesia,Guam,"1,432",0.4,0.0,"1,416",1.1,0.0,2009
Apr009,Emirates,New Zealand,"25,162",821.1,0.0,"22,135",788.6,0.0,2009
Apr009,Emirates,Singapore,"3,927",57.6,19.2,"3,248",372.6,0.0,2009
Apr009,Emirates,Thailand,"2,637",0.2,0.0,"1,985",1.4,0.0,2009
Apr009,Emirates,United Arab Emirates,"41,397","1,136.5",112.6,"48,563","1,622.7",0.6,2009
Apr009,Etihad Airways,Singapore,549,47.4,0.0,455,99.6,0.0,2009
Apr009,Etihad Airways,United Arab Emirates,"12,517",459.5,61.8,"18,147",553.7,19.7,2009
Apr009,Eva Air,Taiwan,"2,721",92.0,5.4,"2,560",26.8,1.1,2009
Apr009,Federal Express Corporation,China,..,..,..,..,187.8,0.0,2009
Apr009,Federal Express Corporation,USA,..,694.5,12.0,..,..,..,2009
Apr009,Garuda Indonesia,Indonesia,"15,468",209.0,13.4,"16,375",128.6,0.0,2009
Apr009,Hawaiian Airlines,USA,"1,718",2.0,2.4,"2,041",29.8,0.5,2009
Apr009,JALways,Japan,"10,238",170.9,82.1,"10,043",350.9,1.4,2009
Apr009,Jetstar,Indonesia,"12,742",174.3,0.0,"13,788",17.4,0.4,2009
Apr009,Jetstar,Japan,"17,838",205.9,8.1,"16,182",243.9,10.0,2009
Apr009,Jetstar,New Zealand,"15,917",27.0,0.0,"16,148",28.3,0.0,2009
Apr009,Jetstar,Singapore,"10,701",27.9,0.0,"10,737",6.6,11.4,2009
Apr009,Jetstar,Thailand,"5,819",132.0,0.0,"6,254",129.9,1.6,2009
Apr009,Jetstar,USA,"2,954",25.9,2.0,"3,352",61.9,0.8,2009
Apr009,Jetstar,Vietnam,"1,539",10.4,0.0,"1,733",0.5,0.0,2009
Apr009,Korean Air,Korea,"9,573",705.6,104.1,"11,196",393.0,3.2,2009
Apr009,LAN Airlines,Chile,"2,809",215.0,1.7,"2,939",86.7,3.2,2009
Apr009,LAN Airlines,New Zealand,"3,143",9.0,0.0,"3,191",43.1,0.0,2009
Apr009,Malaysia Airlines,Indonesia,..,..,..,0,0.0,0.0,2009
Apr009,Malaysia Airlines,Malaysia,"35,721","2,073.8",12.0,"38,156","1,213.7",0.0,2009
Apr009,Our Airline,Nauru,177,0.0,0.0,213,10.8,0.0,2009
Apr009,Our Airline,Solomon Islands,531,0.0,0.0,547,0.0,0.0,2009
Apr009,OzJet,Indonesia,776,0.0,0.0,778,0.0,0.0,2009
Apr009,Pacific Air Express,Solomon Islands,..,5.1,0.0,..,45.0,0.0,2009
Apr009,Philippine Airlines,Philippines,"6,958",92.2,5.2,"5,913",86.9,0.0,2009
Apr009,Qantas Airways,Argentina,"3,045",36.8,0.0,"3,068",24.4,0.7,2009
Apr009,Qantas Airways,China,"5,898",623.6,41.6,"6,364",225.3,3.9,2009
Apr009,Qantas Airways,Germany,"3,377",115.9,4.3,"4,213",16.0,44.7,2009
Apr009,Qantas Airways,Hong Kong (SAR),"24,692","1,234.2",10.6,"24,742",422.3,54.0,2009
Apr009,Qantas Airways,India,"2,254",66.7,0.0,"1,999",19.1,4.8,2009
Apr009,Qantas Airways,Indonesia,"3,655",66.8,0.0,"3,268",298.1,2.9,2009
Apr009,Qantas Airways,Japan,"8,296",127.6,63.4,"8,523",184.6,67.5,2009
Apr009,Qantas Airways,New Caledonia,"2,102",1.7,0.3,"2,004",12.1,3.0,2009
Apr009,Qantas Airways,New Zealand,"54,749","1,335.6",0.0,"53,222","1,415.9",161.9,2009
Apr009,Qantas Airways,Philippines,"3,383",22.2,4.3,"3,296",52.7,2.0,2009
Apr009,Qantas Airways,Singapore,"39,385","1,489.7",53.9,"39,840","1,802.7",128.9,2009
Apr009,Qantas Airways,South Africa,"7,204",80.0,4.2,"7,367",62.9,9.2,2009
Apr009,Qantas Airways,Thailand,"3,455",66.4,0.4,"3,659",233.8,12.3,2009
Apr009,Qantas Airways,UK,"15,722",357.1,46.6,"18,291",91.2,111.4,2009
Apr009,Qantas Airways,USA,"39,826","1,570.3",187.8,"46,506",382.4,151.1,2009
Apr009,Royal Brunei Airlines,Brunei,"5,124",53.9,0.1,"5,215",96.3,0.0,2009
Apr009,Royal Brunei Airlines,New Zealand,"1,273",39.5,0.0,960,46.5,0.0,2009
Apr009,Singapore Airlines,New Zealand,..,128.7,0.0,..,294.4,0.0,2009
Apr009,Singapore Airlines,Singapore,"87,645","3,692.8",86.9,"99,608","4,435.9",0.8,2009
Apr009,Solomon Airlines,Solomon Islands,265,5.9,0.0,274,3.3,0.0,2009
Apr009,South African Airways,South Africa,"5,291",22.9,3.6,"5,085",105.1,1.4,2009
Apr009,Tasman Cargo Airlines,New Zealand,..,286.1,0.0,..,252.2,0.0,2009
Apr009,Thai Airways International,Thailand,"38,691","1,473.3",143.7,"36,499","2,219.7",4.7,2009
Apr009,Tiger Airways,Singapore,"4,122",0.0,0.0,"4,553",0.0,0.0,2009
Apr009,United Airlines,USA,"15,806",90.0,64.5,"19,307",429.4,1.5,2009
Apr009,United Parcel Service,Singapore,..,..,..,..,72.5,0.0,2009
Apr009,United Parcel Service,USA,..,924.0,0.0,..,..,..,2009
Apr009,V Australia,USA,"7,544",186.1,0.0,"9,047",44.8,0.0,2009
Apr009,Vietnam Airlines,Vietnam,"8,656",159.5,0.0,"6,465",157.8,0.0,2009
Apr009,Virgin Atlantic Airways,Hong Kong (SAR),"4,559",503.3,0.0,"4,364",212.0,0.0,2009
Apr009,Virgin Atlantic Airways,UK,"1,800",21.3,0.0,"2,732",51.9,0.0,2009
Apr009,Virgin Australia,Fiji,"7,895",4.7,0.0,"8,078",26.1,0.0,2009
Apr009,Virgin Australia,Indonesia,"7,172",0.0,0.0,"7,770",0.0,0.0,2009
Apr009,Virgin Australia,New Zealand,"36,454",53.6,0.0,"35,154",29.5,0.0,2009
Apr009,Virgin Australia,Papua New Guinea,"1,442",0.0,0.0,"1,550",4.6,0.0,2009
Apr009,Virgin Australia,Solomon Islands,863,0.0,0.0,913,3.0,0.0,2009
Apr009,Virgin Australia,Tonga,911,0.7,0.0,924,0.9,0.0,2009
Apr009,Virgin Australia,Vanuatu,"2,509",3.9,0.0,"2,513",5.8,0.0,2009
Apr009,Virgin Samoa,Western Samoa,"1,355",0.3,0.0,"1,392",1.2,0.0,2009
May009,Aerolineas Argentinas,Argentina,"1,275",5.8,0.8,972,19.0,0.0,2009
May009,Aerolineas Argentinas,New Zealand,"1,053",8.5,0.0,"1,151",51.8,0.0,2009
May009,Air Austral,France,16,0.0,0.0,34,0.0,0.0,2009
May009,Air Austral,Reunion,481,0.0,0.0,593,4.7,0.0,2009
May009,Air Caledonie,New Caledonia,"4,032",1.8,0.4,"2,970",76.7,0.9,2009
May009,Air Canada,Canada,"4,422",240.9,0.0,"6,372",135.1,0.0,2009
May009,Air China,China,"7,116",281.6,21.5,"7,076",102.8,6.2,2009
May009,Air Mauritius,Mauritius,897,33.5,0.1,"1,020",37.1,0.0,2009
May009,Air New Zealand,New Zealand,"78,054","1,393.9",258.7,"75,511","1,403.5",2.0,2009
May009,Air Niugini,Papua New Guinea,"7,117",98.3,1.4,"7,085",230.4,11.3,2009
May009,Air Pacific,Fiji,"11,465",312.5,1.9,"10,489",297.8,10.9,2009
May009,Air Vanuatu,Vanuatu,"3,419",25.8,0.0,"3,534",47.2,0.0,2009
May009,AirAsia X,Malaysia,"19,929",149.8,0.0,"19,759",27.3,0.0,2009
May009,Airlines PNG,Papua New Guinea,371,2.0,0.0,333,4.5,0.0,2009
May009,Asiana Airlines,Korea,"5,171",172.3,36.8,"5,779",101.6,0.0,2009
May009,British Airways,Singapore,"1,568",176.6,0.0,"2,359",206.3,0.0,2009
May009,British Airways,Thailand,"2,974",74.4,0.0,"3,083",24.4,0.0,2009
May009,British Airways,UK,"5,561",279.4,61.9,"9,595",130.3,0.0,2009
May009,Cargolux Airlines Intl,Luxembourg,..,153.1,0.0,..,0.0,0.0,2009
May009,Cargolux Airlines Intl,New Zealand,..,..,..,..,74.6,0.0,2009
May009,Cargolux Airlines Intl,Singapore,..,51.6,0.0,..,..,..,2009
May009,Cargolux Airlines Intl,USA,..,..,..,..,81.3,0.0,2009
May009,Cathay Pacific Airways,Hong Kong (SAR),"45,892","3,033.3",164.6,"51,625","2,397.0",21.2,2009
May009,China Airlines,Taiwan,"8,810",168.8,46.4,"9,717",46.3,0.5,2009
May009,China Eastern Airlines,China,"4,002",98.5,11.7,"4,785",93.4,4.0,2009
May009,China Southern Airlines,China,"5,362",310.5,15.7,"4,782",6.3,6.5,2009
May009,Continental Micronesia,Guam,"1,055",0.6,0.0,"1,208",1.2,0.0,2009
May009,Emirates,New Zealand,"20,282",884.0,0.0,"14,335",899.6,0.4,2009
May009,Emirates,Singapore,"5,867",61.5,28.8,"5,360",303.2,0.0,2009
May009,Emirates,Thailand,"1,561",3.3,0.0,"1,609",0.5,0.0,2009
May009,Emirates,United Arab Emirates,"35,185","1,136.1",122.6,"57,555","1,675.6",0.3,2009
May009,Etihad Airways,Singapore,403,55.5,0.0,348,126.7,0.0,2009
May009,Etihad Airways,United Arab Emirates,"11,898",787.3,66.4,"20,044",616.2,19.6,2009
May009,Eva Air,Taiwan,"2,271",89.5,4.7,"2,330",31.3,1.0,2009
May009,Federal Express Corporation,China,..,..,..,..,165.3,0.0,2009
May009,Federal Express Corporation,USA,..,770.1,20.3,..,..,..,2009
May009,Garuda Indonesia,Indonesia,"14,842",226.9,13.1,"16,740",97.6,0.0,2009
May009,Hawaiian Airlines,USA,"1,871",1.1,1.8,"1,802",32.6,0.0,2009
May009,JALways,Japan,"8,577",218.0,104.9,"8,885",408.7,1.2,2009
May009,Jetstar,Indonesia,"14,881",143.2,0.0,"17,005",30.9,0.3,2009
May009,Jetstar,Japan,"14,603",223.5,12.5,"17,030",223.6,13.6,2009
May009,Jetstar,New Zealand,"24,053",31.4,0.0,"23,739",35.8,0.0,2009
May009,Jetstar,Singapore,"11,809",26.1,0.0,"11,739",10.4,11.7,2009
May009,Jetstar,Thailand,"5,583",171.1,0.1,"6,034",40.9,1.3,2009
May009,Jetstar,USA,"3,990",31.2,2.1,"4,014",53.4,1.5,2009
May009,Jetstar,Vietnam,"2,019",11.8,0.0,"2,203",6.5,0.0,2009
May009,Korean Air,Korea,"8,475",571.7,101.8,"10,423",377.1,2.6,2009
May009,LAN Airlines,Chile,"2,574",235.2,1.0,"2,628",105.6,3.9,2009
May009,LAN Airlines,New Zealand,"1,701",5.8,0.0,"2,184",26.5,0.0,2009
May009,Malaysia Airlines,Indonesia,..,..,..,0,0.0,0.0,2009
May009,Malaysia Airlines,Malaysia,"30,953","2,103.4",13.9,"35,031","1,387.9",0.0,2009
May009,Our Airline,Nauru,259,0.5,0.0,263,10.9,0.0,2009
May009,Our Airline,Solomon Islands,565,0.0,0.0,569,0.0,0.0,2009
May009,OzJet,Indonesia,..,0.0,0.0,..,0.0,0.0,2009
May009,Pacific Air Express,Solomon Islands,..,2.3,0.0,..,32.6,0.0,2009
May009,Philippine Airlines,Philippines,"5,575",130.4,2.8,"5,359",75.9,0.0,2009
May009,Qantas Airways,Argentina,"2,665",35.9,0.0,"2,499",19.9,1.0,2009
May009,Qantas Airways,China,"4,501",507.9,50.2,"4,217",171.1,4.8,2009
May009,Qantas Airways,Germany,"2,535",131.3,3.4,"3,902",32.3,48.9,2009
May009,Qantas Airways,Hong Kong (SAR),"19,963","1,277.1",12.7,"20,985",439.0,60.9,2009
May009,Qantas Airways,India,"2,637",58.9,0.0,"2,546",22.1,4.4,2009
May009,Qantas Airways,Indonesia,"3,290",52.6,0.0,"3,617",131.2,3.7,2009
May009,Qantas Airways,Japan,"5,425",167.5,70.4,"6,738",264.9,54.9,2009
May009,Qantas Airways,New Caledonia,"2,577",1.1,0.2,"2,230",20.3,2.8,2009
May009,Qantas Airways,New Zealand,"41,744","1,147.4",0.0,"40,487","1,340.5",183.8,2009
May009,Qantas Airways,Philippines,"3,467",25.7,5.0,"3,122",51.7,1.8,2009
May009,Qantas Airways,Singapore,"33,405","1,626.5",60.3,"38,751","1,619.6",146.5,2009
May009,Qantas Airways,South Africa,"6,610",133.4,4.7,"6,480",56.0,10.7,2009
May009,Qantas Airways,Thailand,"3,146",95.2,0.3,"3,424",95.2,14.7,2009
May009,Qantas Airways,UK,"15,103",396.7,52.8,"20,481",130.2,120.9,2009
May009,Qantas Airways,USA,"43,404","1,826.7",199.3,"46,802",496.5,170.7,2009
May009,Qantas Airways,Vietnam,..,..,..,..,2.8,0.0,2009
May009,Royal Brunei Airlines,Brunei,"3,627",45.5,0.1,"3,471",80.5,0.0,2009
May009,Royal Brunei Airlines,New Zealand,487,57.1,0.0,391,72.6,0.0,2009
May009,Singapore Airlines,New Zealand,..,104.7,0.0,..,276.1,0.0,2009
May009,Singapore Airlines,Singapore,"72,690","4,075.6",121.5,"83,408","4,034.8",1.1,2009
May009,Solomon Airlines,Solomon Islands,423,12.5,0.0,426,4.7,0.0,2009
May009,South African Airways,South Africa,"4,024",31.8,3.5,"4,497",104.8,2.8,2009
May009,Tasman Cargo Airlines,New Zealand,..,198.6,0.0,..,221.7,0.0,2009
May009,Thai Airways International,Thailand,"32,073","1,653.3",98.7,"33,841","1,498.3",4.5,2009
May009,Tiger Airways,Singapore,"4,412",0.0,0.0,"4,733",0.0,0.0,2009
May009,United Airlines,USA,"15,636",111.7,68.4,"17,784",362.1,2.1,2009
May009,United Parcel Service,Singapore,..,..,..,..,82.3,0.0,2009
May009,United Parcel Service,USA,..,"1,222.5",0.0,..,..,..,2009
May009,V Australia,USA,"8,151",330.5,0.0,"8,998",90.0,0.0,2009
May009,Vietnam Airlines,Vietnam,"5,912",236.6,0.0,"5,542",39.0,0.0,2009
May009,Virgin Atlantic Airways,Hong Kong (SAR),"2,536",502.2,0.0,"3,233",144.6,0.0,2009
May009,Virgin Atlantic Airways,UK,"1,465",28.3,0.0,"2,541",28.0,0.0,2009
May009,Virgin Australia,Fiji,"7,908",8.4,0.0,"8,154",25.9,0.0,2009
May009,Virgin Australia,Indonesia,"7,848",0.0,0.0,"8,417",0.0,0.0,2009
May009,Virgin Australia,New Zealand,"28,403",64.8,0.0,"27,172",32.8,0.0,2009
May009,Virgin Australia,Papua New Guinea,"1,046",0.0,0.0,"1,096",6.4,0.0,2009
May009,Virgin Australia,Solomon Islands,739,0.0,0.0,731,6.3,0.0,2009
May009,Virgin Australia,Tonga,774,0.9,0.0,868,5.3,0.0,2009
May009,Virgin Australia,Vanuatu,"2,157",16.0,0.0,"2,172",9.8,0.0,2009
May009,Virgin Samoa,Western Samoa,"1,451",0.3,0.0,"1,618",1.2,0.0,2009
Jun009,Aerolineas Argentinas,Argentina,"1,007",3.0,1.0,"1,090",11.7,0.0,2009
Jun009,Aerolineas Argentinas,New Zealand,727,27.8,0.0,867,24.3,0.0,2009
Jun009,Air Austral,France,31,0.0,0.0,152,1.3,0.0,2009
Jun009,Air Austral,Reunion,522,0.7,0.0,597,2.9,0.0,2009
Jun009,Air Caledonie,New Caledonia,"2,363",3.0,0.3,"3,345",66.4,1.1,2009
Jun009,Air Canada,Canada,"5,334",262.5,0.0,"5,805",142.6,0.0,2009
Jun009,Air Canada,USA,216,7.9,0.0,..,..,..,2009
Jun009,Air China,China,"7,593",329.5,24.5,"8,938",108.0,5.6,2009
Jun009,Air Mauritius,Mauritius,"1,130",22.6,0.0,803,45.7,0.0,2009
Jun009,Air New Zealand,Cook Islands,20,0.0,0.0,43,0.0,0.0,2009
Jun009,Air New Zealand,New Zealand,"72,083","1,376.3",266.8,"73,417","1,465.5",1.8,2009
Jun009,Air Niugini,Papua New Guinea,"6,960",76.3,1.8,"7,474",213.5,14.1,2009
Jun009,Air Pacific,Fiji,"11,564",294.8,2.2,"14,571",232.8,11.7,2009
Jun009,Air Vanuatu,Vanuatu,"3,299",33.2,0.0,"4,037",33.7,0.0,2009
Jun009,AirAsia X,Malaysia,"16,707",118.7,0.0,"21,773",24.4,0.0,2009
Jun009,Airlines PNG,Papua New Guinea,326,0.9,0.0,348,3.4,0.0,2009
Jun009,Asiana Airlines,Korea,"4,698",214.5,30.7,"4,933",81.9,0.0,2009
Jun009,British Airways,Singapore,"1,938",137.8,0.0,"2,249",134.3,0.0,2009
Jun009,British Airways,Thailand,"3,145",70.5,0.0,"2,760",21.7,0.0,2009
Jun009,British Airways,UK,"8,142",284.0,65.8,"8,924",93.5,0.0,2009
Jun009,Cargolux Airlines Intl,Luxembourg,..,98.5,0.0,..,0.0,0.0,2009
Jun009,Cargolux Airlines Intl,New Zealand,..,..,..,..,97.2,0.0,2009
Jun009,Cargolux Airlines Intl,Singapore,..,44.7,0.0,..,..,..,2009
Jun009,Cargolux Airlines Intl,USA,..,..,..,..,79.7,0.0,2009
Jun009,Cathay Pacific Airways,Hong Kong (SAR),"45,536","3,593.7",159.5,"55,150","2,361.1",27.4,2009
Jun009,China Airlines,Taiwan,"7,247",198.3,47.4,"9,321",55.0,0.2,2009
Jun009,China Eastern Airlines,China,"3,540",142.8,9.4,"5,668",81.6,1.9,2009
Jun009,China Southern Airlines,China,"4,017",277.9,18.2,"4,590",16.5,2.2,2009
Jun009,Continental Micronesia,Guam,972,0.2,0.0,949,1.1,0.0,2009
Jun009,Emirates,New Zealand,"17,703",882.5,0.0,"15,151",895.3,1.2,2009
Jun009,Emirates,Singapore,"6,971",50.5,13.6,"6,962",330.3,0.0,2009
Jun009,Emirates,Thailand,"1,601",1.1,0.0,"1,130",0.0,0.0,2009
Jun009,Emirates,United Arab Emirates,"47,129","1,249.2",133.4,"59,482","1,508.8",0.4,2009
Jun009,Etihad Airways,Singapore,"1,004",61.4,0.0,912,112.2,0.0,2009
Jun009,Etihad Airways,United Arab Emirates,"16,045",761.7,77.6,"20,356",720.9,16.4,2009
Jun009,Eva Air,Taiwan,"1,745",118.8,5.2,"2,482",37.7,0.8,2009
Jun009,Federal Express Corporation,China,..,..,..,..,157.2,0.0,2009
Jun009,Federal Express Corporation,USA,..,947.0,36.7,..,..,..,2009
Jun009,Garuda Indonesia,Indonesia,"20,240",289.1,13.3,"23,544",92.9,0.0,2009
Jun009,Hawaiian Airlines,USA,"1,524",6.9,3.7,"1,552",32.2,0.1,2009
Jun009,JALways,Japan,"7,447",333.0,125.0,"8,787",391.1,1.0,2009
Jun009,Jetstar,Indonesia,"15,067",154.7,0.0,"16,562",16.5,0.5,2009
Jun009,Jetstar,Japan,"12,119",247.7,6.7,"13,141",203.3,10.9,2009
Jun009,Jetstar,New Zealand,"19,781",37.0,0.0,"21,540",50.3,0.0,2009
Jun009,Jetstar,Singapore,"11,466",24.7,0.0,"12,345",9.3,10.1,2009
Jun009,Jetstar,Thailand,"5,715",161.5,0.0,"6,440",22.3,1.3,2009
Jun009,Jetstar,USA,"4,252",77.5,0.6,"4,466",61.0,0.8,2009
Jun009,Jetstar,Vietnam,"1,936",12.6,0.0,"1,883",0.2,0.0,2009
Jun009,Korean Air,Korea,"8,230",792.0,87.1,"11,965",456.1,3.6,2009
Jun009,LAN Airlines,Chile,"2,108",247.6,1.6,"2,515",125.8,3.4,2009
Jun009,LAN Airlines,New Zealand,"1,892",25.1,0.0,"2,384",31.9,0.1,2009
Jun009,Malaysia Airlines,Indonesia,..,..,..,0,11.2,0.0,2009
Jun009,Malaysia Airlines,Malaysia,"29,395","2,583.2",13.8,"39,665","1,262.5",0.0,2009
Jun009,Our Airline,Nauru,259,0.5,0.0,261,6.4,0.0,2009
Jun009,Our Airline,Solomon Islands,578,0.0,0.0,669,0.0,0.0,2009
Jun009,Pacific Air Express,Solomon Islands,..,4.8,0.0,..,34.9,0.0,2009
Jun009,Philippine Airlines,Philippines,"4,476",147.2,3.7,"4,915",83.1,0.0,2009
Jun009,Qantas Airways,Argentina,"2,415",47.0,0.0,"2,669",34.7,0.8,2009
Jun009,Qantas Airways,China,"4,121",466.9,35.9,"4,857",410.4,3.6,2009
Jun009,Qantas Airways,Germany,"3,730",100.1,5.1,"3,884",22.0,40.8,2009
Jun009,Qantas Airways,Hong Kong (SAR),"20,158","1,327.0",12.4,"21,041",377.9,50.6,2009
Jun009,Qantas Airways,India,315,18.9,0.0,401,9.4,0.6,2009
Jun009,Qantas Airways,Indonesia,"3,961",43.8,0.0,"3,744",76.3,2.5,2009
Jun009,Qantas Airways,Japan,"5,499",189.6,75.2,"6,711",212.9,45.6,2009
Jun009,Qantas Airways,New Caledonia,"1,282",2.1,0.4,"2,183",13.3,2.6,2009
Jun009,Qantas Airways,New Zealand,"37,802",744.9,0.0,"38,329",996.3,139.9,2009
Jun009,Qantas Airways,Philippines,"3,443",54.4,5.6,"3,432",172.2,1.8,2009
Jun009,Qantas Airways,Singapore,"36,528","1,688.0",80.4,"40,134","1,539.3",127.8,2009
Jun009,Qantas Airways,South Africa,"5,726",87.9,4.6,"5,967",49.1,9.0,2009
Jun009,Qantas Airways,Thailand,"3,289",84.7,0.4,"3,477",110.7,12.4,2009
Jun009,Qantas Airways,UK,"18,154",374.1,50.2,"18,330",142.4,102.5,2009
Jun009,Qantas Airways,USA,"46,724","1,785.9",192.0,"47,975",453.8,142.7,2009
Jun009,Qantas Airways,Vietnam,..,..,..,..,10.2,0.0,2009
Jun009,Royal Brunei Airlines,Brunei,"3,831",39.9,0.2,"5,258",126.7,0.0,2009
Jun009,Royal Brunei Airlines,New Zealand,445,37.5,0.0,711,107.6,0.0,2009
Jun009,Singapore Airlines,New Zealand,..,131.7,0.0,..,343.8,0.0,2009
Jun009,Singapore Airlines,Singapore,"76,843","4,481.6",117.5,"95,089","3,472.9",0.8,2009
Jun009,Solomon Airlines,Solomon Islands,257,11.0,0.0,298,8.2,0.0,2009
Jun009,South African Airways,South Africa,"3,938",24.1,2.2,"4,389",96.2,2.1,2009
Jun009,Tasman Cargo Airlines,New Zealand,..,180.7,0.0,..,178.0,0.0,2009
Jun009,Thai Airways International,Thailand,"33,201","1,784.7",103.0,"40,492","1,058.0",3.8,2009
Jun009,Tiger Airways,Singapore,"4,323",0.0,0.0,"5,011",0.0,0.0,2009
Jun009,United Airlines,USA,"18,904",97.6,59.1,"20,083",346.0,2.7,2009
Jun009,United Parcel Service,Singapore,..,..,..,..,52.4,0.0,2009
Jun009,United Parcel Service,USA,..,"1,177.9",0.0,..,..,..,2009
Jun009,V Australia,USA,"8,993",425.6,0.0,"11,347",66.1,0.0,2009
Jun009,Vietnam Airlines,Vietnam,"5,821",196.0,0.0,"7,604",38.2,0.0,2009
Jun009,Virgin Atlantic Airways,Hong Kong (SAR),"3,088",603.1,0.0,"3,881",141.3,0.0,2009
Jun009,Virgin Atlantic Airways,UK,"1,365",30.9,0.0,"2,258",82.8,0.0,2009
Jun009,Virgin Australia,Fiji,"8,399",5.6,0.0,"9,621",16.8,0.0,2009
Jun009,Virgin Australia,Indonesia,"10,605",0.0,0.0,"12,505",0.0,0.0,2009
Jun009,Virgin Australia,New Zealand,"26,581",51.6,0.0,"29,764",34.5,0.0,2009
Jun009,Virgin Australia,Papua New Guinea,"1,121",0.0,0.0,"1,206",7.5,0.0,2009
Jun009,Virgin Australia,Solomon Islands,793,0.0,0.0,"1,110",6.7,0.0,2009
Jun009,Virgin Australia,Tonga,838,1.3,0.0,"1,063",1.9,0.0,2009
Jun009,Virgin Australia,Vanuatu,"2,330",19.6,0.0,"2,570",8.0,0.0,2009
Jun009,Virgin Samoa,Western Samoa,"1,352",0.5,0.0,"1,613",2.6,0.0,2009
Jul009,Aerolineas Argentinas,Argentina,"1,725",4.3,1.0,"1,499",34.0,0.0,2009
Jul009,Aerolineas Argentinas,New Zealand,"1,301",39.8,0.0,"1,399",25.7,0.0,2009
Jul009,Air Austral,France,507,0.0,0.0,197,0.1,0.0,2009
Jul009,Air Austral,Reunion,"1,088",0.4,0.0,684,1.9,0.0,2009
Jul009,Air Caledonie,New Caledonia,"3,203",1.2,0.4,"3,557",92.8,1.5,2009
Jul009,Air Canada,Canada,"6,739",382.3,0.5,"6,722",173.4,0.0,2009
Jul009,Air China,China,"10,791",325.2,32.0,"7,469",119.2,6.3,2009
Jul009,Air Mauritius,Mauritius,"1,170",18.6,0.0,"1,284",57.1,0.0,2009
Jul009,Air New Zealand,Cook Islands,45,0.0,0.0,4,0.0,0.0,2009
Jul009,Air New Zealand,New Zealand,"91,112","1,567.0",318.4,"89,497","1,701.2",1.3,2009
Jul009,Air Niugini,Papua New Guinea,"8,866",80.8,1.3,"8,491",226.0,13.9,2009
Jul009,Air Pacific,Fiji,"19,143",281.7,2.0,"19,334",223.6,10.5,2009
Jul009,Air Vanuatu,Vanuatu,"5,036",13.5,0.0,"4,889",38.5,0.0,2009
Jul009,AirAsia X,Malaysia,"22,433",104.9,0.0,"21,385",22.5,0.0,2009
Jul009,Airlines PNG,Papua New Guinea,545,2.8,0.0,471,5.6,0.0,2009
Jul009,Asiana Airlines,Korea,"6,863",204.4,47.3,"4,811",69.7,0.0,2009
Jul009,British Airways,Singapore,"1,501",146.7,0.0,"2,271",198.0,0.0,2009
Jul009,British Airways,Thailand,"3,056",100.0,0.0,"3,152",34.3,0.0,2009
Jul009,British Airways,UK,"11,849",293.4,72.5,"8,734",103.6,0.0,2009
Jul009,Cargolux Airlines Intl,Luxembourg,..,77.8,0.0,..,0.0,0.0,2009
Jul009,Cargolux Airlines Intl,New Zealand,..,..,..,..,77.9,0.0,2009
Jul009,Cargolux Airlines Intl,Singapore,..,40.1,0.0,..,..,..,2009
Jul009,Cargolux Airlines Intl,USA,..,..,..,..,51.2,0.0,2009
